student_id,course_id
f1ae37ac-0ef1-4d80-a3da-46837d66372f,d988a20f-6f41-4dd2-b5f3-c75233a097bf
f1ae37ac-0ef1-4d80-a3da-46837d66372f,c5a86639-bd7f-4687-9e01-7dd521917a55
f1ae37ac-0ef1-4d80-a3da-46837d66372f,339f200b-3130-48c6-af63-d833e5d9f419
f1ae37ac-0ef1-4d80-a3da-46837d66372f,fed393b5-14df-4eb0-83c6-effc85685455
f1ae37ac-0ef1-4d80-a3da-46837d66372f,96a8d48f-073a-45f7-b9f3-f8378a169bab
416f2689-05cb-4368-89fd-481c51cc51c2,af1c22bd-580b-4fb5-b588-53760e60ef21
416f2689-05cb-4368-89fd-481c51cc51c2,71e1d865-0fe1-4648-b550-4dc90b9b8c28
416f2689-05cb-4368-89fd-481c51cc51c2,ad597c60-b21e-46c3-aa33-efc5abfc732a
416f2689-05cb-4368-89fd-481c51cc51c2,68c96488-b3d2-4e1c-bb3d-87221ff704dd
416f2689-05cb-4368-89fd-481c51cc51c2,d51131c6-e998-4800-a8a6-de6cdaa39820
416f2689-05cb-4368-89fd-481c51cc51c2,c3b3be99-07e8-4606-8bf9-47b8b78acfc5
16570b8e-f59b-4537-8043-2bb759e8307c,72ff9905-1f0b-4f88-b151-88231a5dd3c1
16570b8e-f59b-4537-8043-2bb759e8307c,abc5376a-3309-4185-bfb7-68503f402c1d
16570b8e-f59b-4537-8043-2bb759e8307c,37a3b911-f6f9-47b5-bb1d-1bcd7299c49b
16570b8e-f59b-4537-8043-2bb759e8307c,be48dda9-a61c-4aeb-aaf0-42f227521cc6
16570b8e-f59b-4537-8043-2bb759e8307c,ba37bfdc-5dba-4e3f-8014-3590141702b3
1eac0cac-ae07-4aa3-9b50-adb90fad58de,42d07481-f219-4b6b-897d-0622a5d3341b
1eac0cac-ae07-4aa3-9b50-adb90fad58de,13d1b711-5306-48f6-9473-c7ecae80d3ae
1eac0cac-ae07-4aa3-9b50-adb90fad58de,042fe478-6b85-4a8f-b442-3689febd26f0
1eac0cac-ae07-4aa3-9b50-adb90fad58de,8230243d-71cf-4d1a-8026-2bbc80b82307
1eac0cac-ae07-4aa3-9b50-adb90fad58de,53ef9500-0c42-42a2-bbf0-f1f16a3d0a89
f77147e5-b9e8-438a-9aa1-3869792f4a06,7dd354d9-96ce-4257-9443-a7350950c04b
f77147e5-b9e8-438a-9aa1-3869792f4a06,1a196538-9c48-4295-9294-be983ecb25ec
f77147e5-b9e8-438a-9aa1-3869792f4a06,25d99db5-aa79-446f-be08-ebd89e62e59d
f77147e5-b9e8-438a-9aa1-3869792f4a06,109699b6-6344-4576-9ef3-e7cc51fd26bb
f77147e5-b9e8-438a-9aa1-3869792f4a06,c04d3e3e-7476-446e-a633-16a9a70c49ef
3e20440e-7791-4f1d-b1da-fef2d17d7b70,fbf0fec0-5467-47d8-a22d-cea9da7d11aa
3e20440e-7791-4f1d-b1da-fef2d17d7b70,17205c0b-96ad-4974-add3-1dde23a5afee
3e20440e-7791-4f1d-b1da-fef2d17d7b70,252702e6-fb3c-4f3d-baf8-00266b70a379
3e20440e-7791-4f1d-b1da-fef2d17d7b70,2eb41b5f-6641-439d-862b-e5ae86633129
3e20440e-7791-4f1d-b1da-fef2d17d7b70,b64ee4f9-0890-4348-a156-90bb08bfceb8
3e20440e-7791-4f1d-b1da-fef2d17d7b70,b4c576b7-ac70-4ad2-be67-bcd1c3d4ae3b
f3190cd0-9f25-4c4e-83ac-2726e1cea008,7d8def66-d5c8-427e-89bb-d14c4b42ab3d
f3190cd0-9f25-4c4e-83ac-2726e1cea008,0f874ab8-a15b-475c-8410-419f218ac0b0
f3190cd0-9f25-4c4e-83ac-2726e1cea008,99376d6a-2d29-4efc-a6fc-bf3f8cfcfc1d
f3190cd0-9f25-4c4e-83ac-2726e1cea008,3719053c-e36d-4151-8ed0-fb6433da9d07
e692de17-a2fe-46ca-9a33-f1be4be755a2,339f200b-3130-48c6-af63-d833e5d9f419
e692de17-a2fe-46ca-9a33-f1be4be755a2,13dc7942-2118-408f-b05d-340f58be2b2d
e692de17-a2fe-46ca-9a33-f1be4be755a2,339f200b-3130-48c6-af63-d833e5d9f419
e692de17-a2fe-46ca-9a33-f1be4be755a2,e1e481b2-8c77-4b2c-a690-c4b8cd1a63f5
e692de17-a2fe-46ca-9a33-f1be4be755a2,1597416c-77eb-4bd5-a508-d803b1b8949a
dfe6be18-7aee-4f90-ac4d-80a9afbf0963,8fa174c0-a3ca-4834-af07-154ed71cc5b6
dfe6be18-7aee-4f90-ac4d-80a9afbf0963,b9a36fe8-e3b2-47b0-96e3-40d441626559
dfe6be18-7aee-4f90-ac4d-80a9afbf0963,c3b3be99-07e8-4606-8bf9-47b8b78acfc5
dfe6be18-7aee-4f90-ac4d-80a9afbf0963,7c19aa7f-4ea3-43ca-9ffb-1ba3bd30d1b4
52398ef6-661b-47f1-b544-47f9bed3158c,0b591497-943c-455d-80c3-5edfd041c5c8
52398ef6-661b-47f1-b544-47f9bed3158c,87a98bb1-a023-437a-91c4-e24e4ca537d9
52398ef6-661b-47f1-b544-47f9bed3158c,54a8721e-18c1-471f-9d22-407c13722e6a
52398ef6-661b-47f1-b544-47f9bed3158c,963031bb-7cfe-4ad4-ba6c-dcf487f35e5d
a8d9fdaa-a523-4898-8d31-6ca6be37fa88,e9065e21-a659-4d22-a295-8a18de445853
a8d9fdaa-a523-4898-8d31-6ca6be37fa88,ef7f44f4-016d-497c-b63b-39261e5c95a9
a8d9fdaa-a523-4898-8d31-6ca6be37fa88,108737bf-359c-41d0-91dc-d1746808c091
a8d9fdaa-a523-4898-8d31-6ca6be37fa88,d9f92734-15db-4a6e-8491-68bcfbcf7d6b
a8d9fdaa-a523-4898-8d31-6ca6be37fa88,e720cfb8-1b32-402b-a03e-6a9d075b62f1
0bce26f1-5799-48f7-8396-0eb48d32fae1,943714b0-ed41-4211-a235-85fca4771c9f
0bce26f1-5799-48f7-8396-0eb48d32fae1,cdb89b73-718f-4b45-9661-e5029dc5aa5e
0bce26f1-5799-48f7-8396-0eb48d32fae1,182d6555-5e14-479d-9714-73a666501884
0bce26f1-5799-48f7-8396-0eb48d32fae1,2d35486e-e133-41f9-9a26-266b2787f017
0bce26f1-5799-48f7-8396-0eb48d32fae1,e48f57c4-ee2c-4e91-9cd7-5eb7ef776b3f
0bce26f1-5799-48f7-8396-0eb48d32fae1,17205c0b-96ad-4974-add3-1dde23a5afee
36c446c9-1bf9-4b23-88b8-271599944eae,e90acc28-fd89-42cc-a8e6-b0aec3c58d6d
36c446c9-1bf9-4b23-88b8-271599944eae,dc11cb91-f88c-4979-99e2-0eae8fb556eb
36c446c9-1bf9-4b23-88b8-271599944eae,46a43d99-3133-4fe3-a708-c20fc854f5d2
36c446c9-1bf9-4b23-88b8-271599944eae,14757a68-cddd-4113-a39d-6b41c5633ca5
36c446c9-1bf9-4b23-88b8-271599944eae,01e282ba-d401-4687-b098-dc7ca15f412c
bd9f911b-3b63-4204-a86b-8574c1b6a85a,5e95d50d-22a5-43e6-a057-3b3db1e77ce8
bd9f911b-3b63-4204-a86b-8574c1b6a85a,c5a86639-bd7f-4687-9e01-7dd521917a55
bd9f911b-3b63-4204-a86b-8574c1b6a85a,8db68b3c-30eb-4836-8d27-5c3f51aabd68
bd9f911b-3b63-4204-a86b-8574c1b6a85a,51643b2f-60fb-4dc4-a5c7-b8ab0b603f35
61ab988d-d02f-4734-9e5a-fdd46141dd06,9cfa11ea-fdab-4b37-81d5-8481400796c7
61ab988d-d02f-4734-9e5a-fdd46141dd06,ce6420b6-3cb1-4403-92db-66ab7c184990
61ab988d-d02f-4734-9e5a-fdd46141dd06,99eaaa12-904d-4e8e-a52f-ae71e667a882
61ab988d-d02f-4734-9e5a-fdd46141dd06,63b46c97-b7b9-4308-9318-c82ca44c90d6
61ab988d-d02f-4734-9e5a-fdd46141dd06,1207aff5-e794-4824-9d2c-6aff7e4ddaf7
04319650-8a3b-4711-8416-eaa903255f9b,7cb6ef79-8b79-46e2-9a84-7debee4ee5a7
04319650-8a3b-4711-8416-eaa903255f9b,ba37bfdc-5dba-4e3f-8014-3590141702b3
04319650-8a3b-4711-8416-eaa903255f9b,ead78b88-9912-47df-bf45-b69cc222a1a0
04319650-8a3b-4711-8416-eaa903255f9b,4d55fc83-0563-485e-870b-daf76ec16d08
b66fdd45-520e-4f1d-9a46-349794c8d8df,7dd354d9-96ce-4257-9443-a7350950c04b
b66fdd45-520e-4f1d-9a46-349794c8d8df,022f8e18-b290-49e1-8d46-43f8b16d9117
b66fdd45-520e-4f1d-9a46-349794c8d8df,252702e6-fb3c-4f3d-baf8-00266b70a379
b66fdd45-520e-4f1d-9a46-349794c8d8df,8db68b3c-30eb-4836-8d27-5c3f51aabd68
b0f0f5f4-9218-41d7-91b1-8d27115299f9,a43ad0ed-7440-440e-ab75-f4332f7f67ef
b0f0f5f4-9218-41d7-91b1-8d27115299f9,029660e4-ac22-4141-a64a-577f1599b19a
b0f0f5f4-9218-41d7-91b1-8d27115299f9,e1dc9485-4b5d-45f0-9a6c-09ce9f4df7b1
b0f0f5f4-9218-41d7-91b1-8d27115299f9,8fa174c0-a3ca-4834-af07-154ed71cc5b6
09ec0767-e949-4bb5-9357-1f7f8db2d6e7,fb1f4512-c147-46d2-83f7-a73e41d7ccf8
09ec0767-e949-4bb5-9357-1f7f8db2d6e7,b00429bf-b970-46ba-bfe5-f329da0847e4
